Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Experiment	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	MS/MS / s	Identified MS/MS / s	MS/MS identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	11	10	0.088672	0.52438	42.537	1520500	12935000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.764	7.308	7.308	202.6	189.5	5.703	0	5.703	0.02891	0.507	0.5204	0.2024	38.89	NaN	NaN	685034.5	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	12	11	0.097412	0.51546	42.183	1510300	13180000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.766	7.308	7.308	202.7	189.5	5.698	0	5.698	0.02875	0.5046	0.5175	0.2013	38.89	NaN	NaN	687551.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	13	12	0.106	0.52056	41.984	1527600	13342000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.767	7.308	7.308	202.7	189.6	5.693	0	5.693	0.02859	0.5023	0.5147	0.2001	38.89	NaN	NaN	702299.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	14	13	0.11468	0.52229	42.781	1531500	12794000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.769	7.308	7.308	202.7	189.6	5.688	0	5.688	0.02843	0.4999	0.5118	0.199	38.89	NaN	NaN	676795.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	15	14	0.12338	0.51595	41.776	1514500	12807000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.771	7.308	7.308	202.7	189.7	5.682	0	5.682	0.02827	0.4975	0.5089	0.1979	38.89	NaN	NaN	668132.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	16	15	0.13198	0.52011	40.827	1510700	13340000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.773	7.307	7.307	202.8	189.7	5.677	0	5.677	0.02811	0.4952	0.506	0.1968	38.89	NaN	NaN	681926.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	17	16	0.14065	0.53262	39.476	1496600	14207000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.775	7.307	7.307	202.8	189.7	5.672	0	5.672	0.02795	0.4928	0.5031	0.1957	38.89	NaN	NaN	699240.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	18	17	0.14953	0.5088	34.534	1510300	16212000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.776	7.307	7.307	202.8	189.8	5.667	0	5.667	0.02779	0.4903	0.5002	0.1945	38.89	NaN	NaN	688576.4	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	19	18	0.15801	0.53343	28.434	1485000	20541000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.778	7.307	7.307	202.8	189.8	5.662	0	5.662	0.02763	0.488	0.4973	0.1934	38.89	NaN	NaN	706169.5	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	20	19	0.1669	0.96707	24.367	1679000	25451000	12	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.78	7.307	7.307	202.8	189.8	5.657	0	5.657	0.02746	0.4855	0.4944	0.1923	38.89	NaN	NaN	741053	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	33	20	0.18302	0.83517	24.177	1700300	24022000	9	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.783	7.307	7.307	202.9	189.9	5.647	0	5.647	0.02717	0.4811	0.489	0.1902	38.89	NaN	NaN	705217.4	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	43	21	0.19694	1.1281	29.77	1604000	18476000	15	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.786	7.307	7.307	202.9	190	5.639	0	5.639	0.02691	0.4772	0.4844	0.1884	38.89	NaN	NaN	683145.3	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	59	22	0.21574	0.52697	37.964	1560500	13917000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.79	7.306	7.306	203	190	5.628	0	5.628	0.02656	0.472	0.4781	0.1859	38.89	NaN	NaN	658804.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	60	23	0.22452	0.52674	39.68	1564100	13718000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.792	7.306	7.306	203	190.1	5.623	0	5.623	0.0264	0.4695	0.4752	0.1848	38.89	NaN	NaN	677933.3	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	61	24	0.2333	0.51608	40.772	1559400	13347000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.794	7.306	7.306	203	190.1	5.617	0	5.617	0.02624	0.467	0.4722	0.1836	38.89	NaN	NaN	674632.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	62	25	0.2419	0.52614	40.779	1559500	12999000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.796	7.306	7.306	203	190.2	5.612	0	5.612	0.02608	0.4646	0.4694	0.1825	38.89	NaN	NaN	651918.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	63	26	0.25067	0.52895	40.71	1618500	13766000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.798	7.306	7.306	203.1	190.2	5.607	0	5.607	0.02591	0.4622	0.4664	0.1814	38.89	NaN	NaN	695818.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	64	27	0.25949	0.52048	42.067	1579900	13684000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.799	7.306	7.306	203.1	190.2	5.602	0	5.602	0.02575	0.4597	0.4635	0.1803	38.89	NaN	NaN	709165.2	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	65	28	0.26816	0.52177	41.012	1550600	13864000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.801	7.306	7.306	203.1	190.3	5.597	0	5.597	0.02559	0.4572	0.4606	0.1791	38.89	NaN	NaN	702123.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	66	29	0.27686	0.51533	40.828	1580100	13243000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.803	7.305	7.305	203.1	190.3	5.591	0	5.591	0.02543	0.4548	0.4577	0.178	38.89	NaN	NaN	671585.5	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	67	30	0.28545	0.52625	41.411	1516000	13074000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.805	7.305	7.305	203.1	190.3	5.586	0	5.586	0.02527	0.4523	0.4549	0.1769	38.89	NaN	NaN	675841	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	68	31	0.29422	0.52646	41.641	1538800	13291000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.807	7.305	7.305	203.2	190.4	5.581	0	5.581	0.02511	0.4499	0.4519	0.1757	38.89	NaN	NaN	686536.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	69	32	0.30299	0.51882	41.829	1493000	13256000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.809	7.305	7.305	203.2	190.4	5.576	0	5.576	0.02494	0.4474	0.449	0.1746	38.89	NaN	NaN	685994	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	70	33	0.31164	0.5259	41.923	1523200	12979000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.81	7.305	7.305	203.2	190.4	5.571	0	5.571	0.02478	0.4449	0.4461	0.1735	38.89	NaN	NaN	672471.2	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	71	34	0.3204	0.51308	43.29	1502500	12881000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.812	7.305	7.305	203.2	190.5	5.566	0	5.566	0.02462	0.4424	0.4432	0.1724	38.89	NaN	NaN	689793.3	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	72	35	0.32895	0.51873	42.805	1474800	13235000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.814	7.305	7.305	203.3	190.5	5.561	0	5.561	0.02446	0.4399	0.4403	0.1712	38.89	NaN	NaN	703001.4	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	73	36	0.3376	0.52662	42.704	1469900	12736000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.816	7.305	7.305	203.3	190.6	5.555	0	5.555	0.0243	0.4375	0.4375	0.1701	38.89	NaN	NaN	673349.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	74	37	0.34638	0.52117	42.217	1525500	12965000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.818	7.304	7.304	203.3	190.6	5.55	0	5.55	0.02414	0.435	0.4345	0.169	38.89	NaN	NaN	681067.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	75	38	0.35506	0.5258	42.808	1473900	13272000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.819	7.304	7.304	203.3	190.6	5.545	0	5.545	0.02398	0.4325	0.4316	0.1679	38.89	NaN	NaN	707961.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	76	39	0.36383	0.5167	42.507	1497000	12741000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.821	7.304	7.304	203.3	190.7	5.54	0	5.54	0.02382	0.4299	0.4287	0.1667	38.89	NaN	NaN	677829.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	77	40	0.37244	0.53021	42.656	1518000	13407000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.823	7.304	7.304	203.4	190.7	5.535	0	5.535	0.02366	0.4274	0.4259	0.1656	38.89	NaN	NaN	707421.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	78	41	0.38127	0.52201	42.626	1521700	12945000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.825	7.304	7.304	203.4	190.7	5.53	0	5.53	0.02349	0.4249	0.4229	0.1645	38.89	NaN	NaN	675292.3	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	79	42	0.38997	0.52033	42.906	1527500	12946000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.827	7.304	7.304	203.4	190.8	5.524	0	5.524	0.02333	0.4224	0.42	0.1633	38.89	NaN	NaN	686405.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	80	43	0.39865	0.52411	42.637	1539200	12837000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.828	7.304	7.304	203.4	190.8	5.519	0	5.519	0.02317	0.4199	0.4171	0.1622	38.89	NaN	NaN	683058.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	81	44	0.40738	0.52538	42.685	1461600	12830000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.83	7.304	7.304	203.5	190.9	5.514	0	5.514	0.02301	0.4173	0.4142	0.1611	38.89	NaN	NaN	683664.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	82	45	0.41614	0.51792	41.91	1504500	12980000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.832	7.303	7.303	203.5	190.9	5.509	0	5.509	0.02285	0.4148	0.4113	0.1599	38.89	NaN	NaN	672755.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	83	46	0.42477	0.52291	41.299	1532400	12827000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.834	7.303	7.303	203.5	190.9	5.504	0	5.504	0.02269	0.4122	0.4084	0.1588	38.89	NaN	NaN	657941.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	84	47	0.43349	0.52133	43.23	1453300	12929000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.836	7.303	7.303	203.5	191	5.499	0	5.499	0.02253	0.4097	0.4055	0.1577	38.89	NaN	NaN	693795.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	85	48	0.44217	0.51858	43.696	1490000	12508000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.838	7.303	7.303	203.5	191	5.494	0	5.494	0.02237	0.4072	0.4026	0.1566	38.89	NaN	NaN	680154.4	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	86	49	0.45082	0.5249	42.038	1511500	13087000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.839	7.303	7.303	203.6	191	5.488	0	5.488	0.02221	0.4047	0.3998	0.1555	38.89	NaN	NaN	680433.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	87	50	0.45957	0.51342	42.517	1478600	12476000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.84	7.308	7.308	203.6	191.1	5.483	0	5.483	0.0221	0.4031	0.3979	0.1547	38.89	NaN	NaN	661581.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	88	51	0.46812	0.51613	42.561	1444600	12321000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.842	7.312	7.312	203.6	191.1	5.478	0	5.478	0.022	0.4016	0.396	0.154	38.89	NaN	NaN	648472.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	89	52	0.47672	0.51938	44.184	1430300	12780000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.843	7.317	7.317	203.6	191.1	5.473	0	5.473	0.02189	0.4	0.3941	0.1532	38.89	NaN	NaN	696306.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	90	53	0.48538	0.52882	42.566	1478400	12498000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.844	7.321	7.321	203.6	191.1	5.467	0	5.467	0.02179	0.3985	0.3921	0.1525	38.89	NaN	NaN	659823.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	91	54	0.49419	0.51662	42.86	1479200	12737000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.845	7.325	7.325	203.6	191.1	5.462	0	5.462	0.02168	0.3969	0.3902	0.1517	38.89	NaN	NaN	679517.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	92	55	0.5028	0.50819	42.765	1409000	12467000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.846	7.33	7.33	203.6	191.1	5.457	0	5.457	0.02157	0.3953	0.3883	0.151	38.89	NaN	NaN	668429.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	93	56	0.51127	0.52149	42.81	1457700	13228000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.847	7.334	7.334	203.6	191.2	5.451	0	5.451	0.02147	0.3938	0.3864	0.1503	38.89	NaN	NaN	704418.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	94	57	0.51997	0.50897	42.718	1466100	12594000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.848	7.338	7.338	203.6	191.2	5.446	0	5.446	0.02136	0.3922	0.3845	0.1495	38.89	NaN	NaN	665622.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	95	58	0.52845	0.52312	43.159	1402800	12638000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.849	7.343	7.343	203.6	191.2	5.441	0	5.441	0.02125	0.3906	0.3826	0.1488	38.89	NaN	NaN	682390.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	96	59	0.53717	0.51786	42.844	1456900	12838000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.85	7.347	7.347	203.6	191.2	5.436	0	5.436	0.02115	0.389	0.3806	0.148	38.89	NaN	NaN	686561.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	97	60	0.5458	0.53024	41.448	1455600	13196000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.851	7.351	7.351	203.6	191.2	5.43	0	5.43	0.02104	0.3874	0.3787	0.1473	38.89	NaN	NaN	680402.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	98	61	0.55464	0.52832	41.578	1458900	12744000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.853	7.356	7.356	203.6	191.2	5.425	0	5.425	0.02093	0.3858	0.3767	0.1465	38.89	NaN	NaN	659446.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	99	62	0.56344	0.50598	42.247	1415800	12616000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.854	7.36	7.36	203.6	191.3	5.42	0	5.42	0.02082	0.3842	0.3748	0.1458	38.89	NaN	NaN	666596.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	100	63	0.57187	0.52262	42.22	1427700	13034000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.855	7.365	7.365	203.6	191.3	5.414	0	5.414	0.02072	0.3826	0.3729	0.145	38.89	NaN	NaN	680962.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	101	64	0.58058	0.52334	42.425	1426900	13153000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.856	7.369	7.369	203.6	191.3	5.409	0	5.409	0.02061	0.381	0.371	0.1443	38.89	NaN	NaN	685984.9	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	102	65	0.58931	0.51635	42.465	1403200	12852000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.857	7.373	7.373	203.6	191.3	5.404	0	5.404	0.0205	0.3794	0.369	0.1435	38.89	NaN	NaN	672070.4	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	103	66	0.59791	0.52275	41.905	1476500	12936000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.858	7.378	7.378	203.6	191.3	5.398	0	5.398	0.0204	0.3778	0.3671	0.1428	38.89	NaN	NaN	678859.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	104	67	0.60663	0.51907	41.997	1441900	13001000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.859	7.382	7.382	203.6	191.3	5.393	0	5.393	0.02029	0.3762	0.3652	0.142	38.89	NaN	NaN	677658.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	105	68	0.61528	0.53103	42.627	1454000	12716000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.86	7.387	7.387	203.6	191.4	5.388	0	5.388	0.02018	0.3746	0.3633	0.1413	38.89	NaN	NaN	672835.1	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	106	69	0.62413	0.51644	42.734	1423200	12598000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.861	7.391	7.391	203.5	191.4	5.382	0	5.382	0.02007	0.3729	0.3613	0.1405	38.89	NaN	NaN	668631.8	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	107	70	0.63273	0.51672	42.813	1390100	12508000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.862	7.395	7.395	203.5	191.4	5.377	0	5.377	0.01997	0.3713	0.3594	0.1398	38.89	NaN	NaN	667366.2	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	108	71	0.64135	0.53576	42.824	1433600	12865000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.864	7.4	7.4	203.5	191.4	5.372	0	5.372	0.01986	0.3697	0.3575	0.139	38.89	NaN	NaN	689596.6	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	109	72	0.65028	0.52071	43.929	1448600	12344000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.865	7.404	7.404	203.5	191.4	5.366	0	5.366	0.01975	0.368	0.3555	0.1382	38.89	NaN	NaN	670644	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	110	73	0.65895	0.51939	43.266	1440600	12706000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.866	7.409	7.409	203.5	191.5	5.361	0	5.361	0.01964	0.3664	0.3536	0.1375	38.89	NaN	NaN	680310.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	111	74	0.66761	0.52007	41.485	1410800	12778000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.867	7.413	7.413	203.5	191.5	5.356	0	5.356	0.01954	0.3648	0.3516	0.1367	38.89	NaN	NaN	660311.3	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	112	75	0.67628	0.51296	42.126	1420300	12548000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.868	7.417	7.417	203.5	191.5	5.351	0	5.351	0.01943	0.3631	0.3497	0.136	38.89	NaN	NaN	652611.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	113	76	0.68483	0.52641	41.197	1487900	13320000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.869	7.422	7.422	203.5	191.5	5.345	0	5.345	0.01932	0.3615	0.3478	0.1353	38.89	NaN	NaN	683980.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	114	77	0.6936	0.50932	41.292	1395500	12967000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.87	7.426	7.426	203.5	191.5	5.34	0	5.34	0.01921	0.3598	0.3459	0.1345	38.89	NaN	NaN	668510.7	NaN
01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1	115	78	0.70209	0.51801	41.639	1422100	12892000	0	-0.29282	TUM_first_pool_25_01_01-3xHCD-1h-R1-tryptic	3.871	7.431	7.431	203.5	191.5	5.335	0	5.335	0.01911	0.3582	0.344	0.1338	38.89	NaN	NaN	668738.5	NaN
