Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Experiment	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	MS/MS / s	Identified MS/MS / s	MS/MS identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	12	11	0.09731	0.51789	44.47	1454800	12665000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.651	7.043	7.043	199.2	190.6	4.023	0	4.023	0.01438	0.3573	0.1294	0.04313	33.33	NaN	NaN	703248.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	13	12	0.10594	0.52371	43.061	1464200	12454000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.654	7.049	7.049	199.2	190.6	4.02	0	4.02	0.0143	0.3557	0.1287	0.04289	33.33	NaN	NaN	669274.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	14	13	0.11467	0.51885	42.876	1490000	12512000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.657	7.055	7.055	199.2	190.6	4.016	0	4.016	0.01422	0.354	0.1279	0.04265	33.33	NaN	NaN	668053.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	15	14	0.12332	0.51371	43.089	1468700	12338000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.659	7.06	7.06	199.1	190.5	4.012	0	4.012	0.01414	0.3524	0.1272	0.04241	33.33	NaN	NaN	657715.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	16	15	0.13188	0.52686	43.242	1453000	12508000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.662	7.066	7.066	199.1	190.5	4.008	0	4.008	0.01406	0.3507	0.1265	0.04217	33.33	NaN	NaN	675811.2	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	17	16	0.14066	0.51385	40.899	1467400	12938000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.665	7.072	7.072	199.1	190.5	4.004	0	4.004	0.01398	0.349	0.1258	0.04193	33.33	NaN	NaN	660848.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	18	17	0.14922	0.53799	38.888	1481900	14495000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.667	7.077	7.077	199	190.5	4	0	4	0.0139	0.3474	0.1251	0.04169	33.33	NaN	NaN	700317	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	19	18	0.15819	0.51335	34.463	1571500	15797000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.67	7.083	7.083	199	190.4	3.996	0	3.996	0.01381	0.3456	0.1243	0.04144	33.33	NaN	NaN	670155.5	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	20	19	0.16675	0.56101	33.388	1605400	16282000	3	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.673	7.089	7.089	199	190.4	3.993	0	3.993	0.01373	0.344	0.1236	0.0412	33.33	NaN	NaN	671090.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	24	20	0.1761	0.55069	34.323	1660300	15593000	3	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.676	7.095	7.095	198.9	190.4	3.988	0	3.988	0.01365	0.3422	0.1228	0.04094	33.33	NaN	NaN	658476.5	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	28	21	0.18528	0.5642	37.654	1609200	14257000	3	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.679	7.101	7.101	198.9	190.4	3.984	0	3.984	0.01356	0.3404	0.1221	0.04069	33.33	NaN	NaN	672766.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	32	22	0.19468	0.52951	40.703	1571200	12893000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.681	7.107	7.107	198.9	190.3	3.98	0	3.98	0.01348	0.3386	0.1213	0.04043	33.33	NaN	NaN	654762.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	33	23	0.2035	0.51997	41.522	1539700	13095000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.684	7.113	7.113	198.8	190.3	3.976	0	3.976	0.01339	0.3368	0.1205	0.04018	33.33	NaN	NaN	686335.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	34	24	0.21217	0.53211	42.015	1499900	12301000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.687	7.119	7.119	198.8	190.3	3.972	0	3.972	0.01331	0.3351	0.1198	0.03994	33.33	NaN	NaN	644682.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	35	25	0.22104	0.51998	41.213	1594300	13149000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.69	7.124	7.124	198.8	190.3	3.968	0	3.968	0.01323	0.3334	0.1191	0.03969	33.33	NaN	NaN	683455.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	36	26	0.2297	0.52212	41.93	1546000	12925000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.692	7.13	7.13	198.7	190.2	3.965	0	3.965	0.01315	0.3317	0.1184	0.03945	33.33	NaN	NaN	680340.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	37	27	0.23841	0.51057	41.198	1578200	12914000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.695	7.136	7.136	198.7	190.2	3.961	0	3.961	0.01307	0.33	0.1176	0.03921	33.33	NaN	NaN	656145.2	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	38	28	0.24692	0.51084	43.293	1527400	12804000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.697	7.141	7.141	198.6	190.2	3.957	0	3.957	0.01299	0.3283	0.1169	0.03897	33.33	NaN	NaN	688279	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	39	29	0.25543	0.51325	43.224	1528300	12518000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.7	7.147	7.147	198.6	190.2	3.953	0	3.953	0.01291	0.3266	0.1162	0.03874	33.33	NaN	NaN	677561.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	40	30	0.26398	0.51582	42.903	1520200	12813000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.703	7.153	7.153	198.6	190.1	3.949	0	3.949	0.01283	0.325	0.1155	0.0385	33.33	NaN	NaN	692745.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	41	31	0.27258	0.52541	43.336	1511300	12135000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.705	7.158	7.158	198.5	190.1	3.946	0	3.946	0.01275	0.3232	0.1148	0.03826	33.33	NaN	NaN	661105.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	42	32	0.28134	0.52181	44.035	1506600	12361000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.708	7.164	7.164	198.5	190.1	3.942	0	3.942	0.01267	0.3215	0.1141	0.03802	33.33	NaN	NaN	677855.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	43	33	0.29004	0.51735	44.08	1482300	12397000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.711	7.17	7.17	198.5	190.1	3.938	0	3.938	0.01259	0.3198	0.1133	0.03778	33.33	NaN	NaN	688347.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	44	34	0.29866	0.51874	43.667	1502500	12753000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.713	7.175	7.175	198.4	190.1	3.934	0	3.934	0.01251	0.3181	0.1126	0.03754	33.33	NaN	NaN	694282.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	45	35	0.3073	0.5192	44.876	1474700	12182000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.716	7.181	7.181	198.4	190	3.93	0	3.93	0.01243	0.3163	0.1119	0.0373	33.33	NaN	NaN	683419.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	46	36	0.31596	0.72852	43.358	1552100	12678000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.719	7.187	7.187	198.4	190	3.926	0	3.926	0.01235	0.3146	0.1112	0.03706	33.33	NaN	NaN	684514.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	47	37	0.3281	0.51361	43.34	1549400	12307000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.722	7.195	7.195	198.3	190	3.921	0	3.921	0.01224	0.3122	0.1102	0.03672	33.33	NaN	NaN	668048.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	48	38	0.33666	0.51655	43.535	1580100	12159000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.725	7.2	7.2	198.3	190	3.917	0	3.917	0.01216	0.3105	0.1094	0.03648	33.33	NaN	NaN	654061.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	49	39	0.34527	0.67488	43.753	1516000	12516000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.728	7.206	7.206	198.3	189.9	3.913	0	3.913	0.01208	0.3087	0.1087	0.03624	33.33	NaN	NaN	678450.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	50	40	0.35652	0.5322	44.149	1467000	12407000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.731	7.213	7.213	198.2	189.9	3.908	0	3.908	0.01198	0.3064	0.1078	0.03593	33.33	NaN	NaN	680580.2	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	51	41	0.36539	0.5276	44.387	1496200	12421000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.734	7.219	7.219	198.2	189.9	3.904	0	3.904	0.01189	0.3047	0.1071	0.03568	33.33	NaN	NaN	685959.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	52	42	0.37418	0.52087	44.17	1492800	12556000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.737	7.225	7.225	198.2	189.9	3.9	0	3.9	0.01181	0.3029	0.1063	0.03544	33.33	NaN	NaN	692999.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	53	43	0.38286	0.53333	44.486	1537500	12437000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.739	7.231	7.231	198.1	189.8	3.897	0	3.897	0.01173	0.3011	0.1056	0.0352	33.33	NaN	NaN	683906.8	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	54	44	0.39175	0.52286	44.57	1481300	12224000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.742	7.237	7.237	198.1	189.8	3.893	0	3.893	0.01165	0.2993	0.1049	0.03495	33.33	NaN	NaN	680829.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	55	45	0.40046	0.51446	42.943	1449500	12295000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.745	7.242	7.242	198	189.8	3.889	0	3.889	0.01157	0.2975	0.1041	0.03471	33.33	NaN	NaN	658392.2	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	56	46	0.40904	0.52673	43.835	1502500	12585000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.747	7.248	7.248	198	189.8	3.885	0	3.885	0.01149	0.2958	0.1034	0.03447	33.33	NaN	NaN	693638.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	57	47	0.41782	0.52539	43.981	1462700	12346000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.75	7.254	7.254	198	189.7	3.881	0	3.881	0.01141	0.294	0.1027	0.03423	33.33	NaN	NaN	673065.5	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	58	48	0.42657	0.51317	43.938	1492600	12590000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.753	7.259	7.259	197.9	189.7	3.877	0	3.877	0.01133	0.2922	0.102	0.03398	33.33	NaN	NaN	692101.5	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	59	49	0.43513	0.51999	43.767	1480300	12247000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.755	7.265	7.265	197.9	189.7	3.873	0	3.873	0.01125	0.2904	0.1012	0.03375	33.33	NaN	NaN	669729.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	60	50	0.44379	0.50798	43.04	1518100	12607000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.758	7.271	7.271	197.9	189.7	3.869	0	3.869	0.01117	0.2886	0.1005	0.03351	33.33	NaN	NaN	671813.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	61	51	0.45226	0.53175	43.201	1492900	12477000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.761	7.275	7.275	197.9	189.7	3.867	0	3.867	0.0111	0.287	0.09987	0.03329	33.33	NaN	NaN	673134.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	62	52	0.46112	0.50998	43.157	1512600	12516000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.763	7.274	7.274	197.9	189.7	3.868	0	3.868	0.01104	0.2855	0.09938	0.03313	33.33	NaN	NaN	679895.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	63	53	0.46962	0.52913	43.077	1490200	13094000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.765	7.273	7.273	198	189.8	3.869	0	3.869	0.01099	0.284	0.09891	0.03297	33.33	NaN	NaN	704539.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	64	54	0.47844	0.52668	42.261	1517400	12391000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.767	7.272	7.272	198.1	189.9	3.871	0	3.871	0.01094	0.2825	0.09842	0.03281	33.33	NaN	NaN	655333.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	65	55	0.48722	0.5166	43.726	1482100	12531000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.769	7.271	7.271	198.1	189.9	3.872	0	3.872	0.01088	0.281	0.09793	0.03264	33.33	NaN	NaN	683726.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	66	56	0.49583	0.51588	42.625	1537200	13020000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.771	7.271	7.271	198.2	190	3.873	0	3.873	0.01083	0.2796	0.09745	0.03248	33.33	NaN	NaN	699319.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	67	57	0.50443	0.50836	43.971	1521600	12342000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.773	7.27	7.27	198.3	190	3.874	0	3.874	0.01078	0.2781	0.09698	0.03233	33.33	NaN	NaN	675716.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	68	58	0.5129	0.52961	43.982	1441400	12143000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.775	7.269	7.269	198.3	190.1	3.875	0	3.875	0.01072	0.2767	0.09651	0.03217	33.33	NaN	NaN	664500.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	69	59	0.52173	0.51894	44.45	1451300	12144000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.777	7.268	7.268	198.4	190.2	3.876	0	3.876	0.01067	0.2752	0.09602	0.03201	33.33	NaN	NaN	672773.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	70	60	0.53038	0.50472	43.665	1503700	12343000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.779	7.267	7.267	198.5	190.2	3.878	0	3.878	0.01061	0.2738	0.09553	0.03184	33.33	NaN	NaN	675225.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	71	61	0.53879	0.52749	43.903	1515200	12319000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.781	7.267	7.267	198.5	190.3	3.879	0	3.879	0.01056	0.2723	0.09507	0.03169	33.33	NaN	NaN	679694.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	72	62	0.54758	0.72437	44.249	1464000	12189000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.783	7.266	7.266	198.6	190.4	3.88	0	3.88	0.01051	0.2709	0.09458	0.03153	33.33	NaN	NaN	667167.3	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	73	63	0.55965	0.52459	43.503	1522600	12460000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.786	7.265	7.265	198.7	190.5	3.882	0	3.882	0.01043	0.2688	0.09391	0.0313	33.33	NaN	NaN	678058.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	74	64	0.56839	0.51035	44.228	1496900	12312000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.788	7.264	7.264	198.8	190.5	3.883	0	3.883	0.01038	0.2673	0.09342	0.03114	33.33	NaN	NaN	677213.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	75	65	0.5769	0.51384	43.965	1480500	12349000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.79	7.263	7.263	198.8	190.6	3.884	0	3.884	0.01033	0.2659	0.09295	0.03098	33.33	NaN	NaN	678354.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	76	66	0.58546	0.51298	44.355	1453300	11992000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.793	7.262	7.262	198.9	190.6	3.885	0	3.885	0.01027	0.2645	0.09247	0.03082	33.33	NaN	NaN	669702.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	77	67	0.59401	0.52061	44.004	1465500	12433000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.795	7.262	7.262	199	190.7	3.886	0	3.886	0.01022	0.263	0.092	0.03067	33.33	NaN	NaN	682709.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	78	68	0.60269	0.50862	43.384	1482000	12427000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.797	7.261	7.261	199	190.8	3.887	0	3.887	0.01017	0.2616	0.09152	0.03051	33.33	NaN	NaN	670969.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	79	69	0.61117	0.51083	43.208	1492300	12745000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.799	7.26	7.26	199.1	190.8	3.889	0	3.889	0.01012	0.2602	0.09105	0.03035	33.33	NaN	NaN	691640.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	80	70	0.61968	0.51876	43.39	1479700	12185000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.801	7.259	7.259	199.1	190.9	3.89	0	3.89	0.01006	0.2587	0.09057	0.03019	33.33	NaN	NaN	653339.9	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	81	71	0.62833	0.52508	43.728	1464000	12446000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.803	7.258	7.258	199.2	191	3.891	0	3.891	0.01001	0.2573	0.09009	0.03003	33.33	NaN	NaN	683438.7	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	82	72	0.63708	0.50959	43.586	1461700	12196000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.805	7.258	7.258	199.3	191	3.892	0	3.892	0.009956	0.2558	0.08961	0.02987	33.33	NaN	NaN	664529.1	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	83	73	0.64557	0.52928	43.645	1438300	12284000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.807	7.257	7.257	199.3	191.1	3.893	0	3.893	0.009904	0.2544	0.08913	0.02971	33.33	NaN	NaN	667319.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	84	74	0.65439	0.51332	44.171	1470900	12466000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.809	7.256	7.256	199.4	191.2	3.894	0	3.894	0.009849	0.2529	0.08864	0.02955	33.33	NaN	NaN	684692.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	85	75	0.66295	0.50675	44.045	1459400	12273000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.811	7.255	7.255	199.5	191.2	3.896	0	3.896	0.009797	0.2515	0.08817	0.02939	33.33	NaN	NaN	669871.4	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	86	76	0.67139	0.50558	44.022	1478200	12240000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.813	7.255	7.255	199.5	191.3	3.897	0	3.897	0.009744	0.2501	0.0877	0.02923	33.33	NaN	NaN	678164	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	87	77	0.67982	0.51423	44.232	1429800	12057000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.815	7.254	7.254	199.6	191.3	3.898	0	3.898	0.009692	0.2487	0.08723	0.02908	33.33	NaN	NaN	662934.6	NaN
01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1	88	78	0.68839	0.5111	43.5	1456200	12451000	0	-0.31586	TUM_first_pool_17_01_01-3xHCD-1h-R1-tryptic	3.817	7.253	7.253	199.7	191.4	3.899	0	3.899	0.00964	0.2472	0.08676	0.02892	33.33	NaN	NaN	671733.6	NaN
