Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Experiment	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	MS/MS / s	Identified MS/MS / s	MS/MS identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	15	14	0.12656	0.52336	38.389	1704600	13698000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.918	6.953	6.953	186.6	174.1	5.527	0	5.527	0.01411	0.2552	0.127	0.05642	44.44	NaN	NaN	657289.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	16	15	0.13528	0.54212	37.826	1652100	14606000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.921	6.954	6.954	186.5	174	5.522	0	5.522	0.01403	0.254	0.1262	0.0561	44.44	NaN	NaN	691000.6	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	17	16	0.14432	0.53419	34.819	1642300	15908000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.924	6.956	6.956	186.5	173.9	5.517	0	5.517	0.01394	0.2527	0.1255	0.05577	44.44	NaN	NaN	695468.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	18	17	0.15322	0.54197	29.005	1621900	20375000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.927	6.958	6.958	186.4	173.9	5.512	0	5.512	0.01386	0.2514	0.1247	0.05544	44.44	NaN	NaN	727657.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	19	18	0.16226	0.53665	24.241	1700900	24909000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.93	6.96	6.96	186.3	173.8	5.507	0	5.507	0.01378	0.2501	0.124	0.0551	44.44	NaN	NaN	734149.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	20	19	0.1712	0.56456	21.919	1804000	26397000	3	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.933	6.962	6.962	186.3	173.8	5.502	0	5.502	0.01369	0.2489	0.1232	0.05477	44.44	NaN	NaN	703700.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	24	20	0.18061	0.68951	23.449	1854700	23377000	6	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.936	6.965	6.965	186.2	173.7	5.497	0	5.497	0.01361	0.2475	0.1224	0.05442	44.44	NaN	NaN	668706.9	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	31	21	0.1921	0.53644	27.97	1837500	19427000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.94	6.967	6.967	186.1	173.7	5.49	0	5.49	0.0135	0.2459	0.1215	0.054	44.44	NaN	NaN	675178	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	32	22	0.20104	0.52488	31.541	1744300	16547000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.943	6.969	6.969	186	173.6	5.485	0	5.485	0.01342	0.2446	0.1207	0.05367	44.44	NaN	NaN	654729.5	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	33	23	0.20979	0.51598	34.2	1722900	15138000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.946	6.971	6.971	186	173.6	5.48	0	5.48	0.01334	0.2433	0.12	0.05334	44.44	NaN	NaN	646427.7	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	34	24	0.21839	0.52044	36.057	1756600	14708000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.949	6.973	6.973	185.9	173.5	5.475	0	5.475	0.01326	0.2421	0.1193	0.05302	44.44	NaN	NaN	662903.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	35	25	0.22706	0.52951	37.433	1714400	13906000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.952	6.975	6.975	185.8	173.5	5.47	0	5.47	0.01318	0.2408	0.1186	0.0527	44.44	NaN	NaN	653618.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	36	26	0.23589	0.51869	38.777	1715700	13732000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.955	6.977	6.977	185.8	173.4	5.465	0	5.465	0.01309	0.2396	0.1178	0.05237	44.44	NaN	NaN	661929.9	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	37	27	0.24453	0.52874	38.452	1775800	14126000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.958	6.979	6.979	185.7	173.4	5.46	0	5.46	0.01301	0.2383	0.1171	0.05205	44.44	NaN	NaN	681328.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	38	28	0.25335	0.52363	38.73	1724100	13873000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.961	6.981	6.981	185.6	173.3	5.456	0	5.456	0.01293	0.237	0.1164	0.05173	44.44	NaN	NaN	668632	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	39	29	0.26207	0.54396	38.572	1741100	14129000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.964	6.983	6.983	185.6	173.3	5.451	0	5.451	0.01285	0.2358	0.1157	0.0514	44.44	NaN	NaN	683217.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	40	30	0.27114	0.52596	39.213	1718100	13616000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.967	6.985	6.985	185.5	173.2	5.445	0	5.445	0.01277	0.2345	0.1149	0.05107	44.44	NaN	NaN	664118.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	41	31	0.27991	0.52651	39.047	1674400	13954000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.97	6.986	6.986	185.4	173.2	5.441	0	5.441	0.01269	0.2332	0.1142	0.05074	44.44	NaN	NaN	677286.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	42	32	0.28868	0.53521	38.974	1658100	13466000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.973	6.988	6.988	185.4	173.1	5.436	0	5.436	0.0126	0.2319	0.1134	0.05042	44.44	NaN	NaN	660580.9	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	43	33	0.2976	0.52458	39.957	1669100	13707000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.976	6.99	6.99	185.3	173.1	5.431	0	5.431	0.01252	0.2306	0.1127	0.05009	44.44	NaN	NaN	686562.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	44	34	0.30634	0.52876	39.685	1692800	13579000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.979	6.992	6.992	185.2	173	5.426	0	5.426	0.01244	0.2293	0.112	0.04977	44.44	NaN	NaN	686331.6	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	45	35	0.31516	0.52646	39.312	1676700	13720000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.982	6.994	6.994	185.2	173	5.421	0	5.421	0.01236	0.228	0.1112	0.04944	44.44	NaN	NaN	679363.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	46	36	0.32393	0.53099	39.935	1621000	13361000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.985	6.996	6.996	185.1	172.9	5.416	0	5.416	0.01228	0.2267	0.1105	0.04911	44.44	NaN	NaN	670190.2	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	47	37	0.33278	0.52708	39.05	1731300	13703000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.988	6.998	6.998	185	172.9	5.411	0	5.411	0.0122	0.2254	0.1098	0.04879	44.44	NaN	NaN	668140.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	48	38	0.34157	0.52099	39.562	1647700	13126000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.992	7	7	185	172.8	5.406	0	5.406	0.01212	0.2241	0.109	0.04846	44.44	NaN	NaN	657420.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	49	39	0.35025	0.517	38.312	1677400	13617000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.994	7.002	7.002	184.9	172.7	5.401	0	5.401	0.01203	0.2228	0.1083	0.04814	44.44	NaN	NaN	654798.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	50	40	0.35887	0.52908	39.331	1643000	13576000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	3.997	7.004	7.004	184.8	172.7	5.396	0	5.396	0.01195	0.2216	0.1076	0.04782	44.44	NaN	NaN	671071.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	51	41	0.36768	0.54246	38.226	1667700	13838000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4	7.006	7.006	184.8	172.6	5.391	0	5.391	0.01187	0.2202	0.1069	0.04749	44.44	NaN	NaN	665626.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	52	42	0.37672	0.53101	37.914	1707800	14263000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.004	7.008	7.008	184.7	172.6	5.386	0	5.386	0.01179	0.2189	0.1061	0.04716	44.44	NaN	NaN	672006.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	53	43	0.38557	0.52606	37.968	1650000	13786000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.007	7.01	7.01	184.6	172.5	5.381	0	5.381	0.01171	0.2176	0.1054	0.04683	44.44	NaN	NaN	657471.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	54	44	0.39434	0.54486	37.577	1706400	13976000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.01	7.012	7.012	184.6	172.5	5.376	0	5.376	0.01163	0.2163	0.1046	0.04651	44.44	NaN	NaN	665148.6	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	55	45	0.40342	0.52339	37.726	1742000	14146000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.013	7.014	7.014	184.5	172.4	5.371	0	5.371	0.01154	0.2149	0.1039	0.04617	44.44	NaN	NaN	668934.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	56	46	0.41215	0.5241	38.372	1733200	13668000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.016	7.016	7.016	184.4	172.4	5.366	0	5.366	0.01146	0.2136	0.1032	0.04585	44.44	NaN	NaN	651151.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	57	47	0.42088	0.53257	38.669	1710200	14053000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.019	7.018	7.018	184.3	172.3	5.361	0	5.361	0.01138	0.2123	0.1024	0.04552	44.44	NaN	NaN	672069.2	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	58	48	0.42976	0.52289	38.899	1677600	13726000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.022	7.02	7.02	184.3	172.3	5.356	0	5.356	0.0113	0.211	0.1017	0.04519	44.44	NaN	NaN	667327.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	59	49	0.43847	0.53495	39.945	1663600	13916000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.025	7.021	7.021	184.2	172.2	5.351	0	5.351	0.01122	0.2096	0.101	0.04487	44.44	NaN	NaN	691993.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	60	50	0.44739	0.53384	38.786	1693600	13828000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.028	7.023	7.023	184.1	172.2	5.346	0	5.346	0.01114	0.2083	0.1002	0.04454	44.44	NaN	NaN	667502.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	61	51	0.45629	0.53014	39.41	1674900	13599000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.029	7.028	7.028	184.2	172.2	5.351	0	5.351	0.01107	0.2069	0.09965	0.04429	44.44	NaN	NaN	671915.2	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	62	52	0.46512	0.53833	39.226	1621300	13611000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.03	7.035	7.035	184.3	172.3	5.36	0	5.36	0.01102	0.2056	0.09916	0.04407	44.44	NaN	NaN	672591.7	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	63	53	0.47409	0.52635	38.9	1626300	13639000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.031	7.041	7.041	184.3	172.3	5.369	0	5.369	0.01096	0.2042	0.09866	0.04385	44.44	NaN	NaN	662994	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	64	54	0.48287	0.51908	39.15	1717100	13807000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.032	7.047	7.047	184.4	172.4	5.378	0	5.378	0.01091	0.2028	0.09817	0.04363	44.44	NaN	NaN	675630.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	65	55	0.49152	0.53989	40.081	1653200	13755000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.034	7.053	7.053	184.5	172.5	5.386	0	5.386	0.01085	0.2015	0.09769	0.04342	44.44	NaN	NaN	680757	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	66	56	0.50052	0.5312	39.161	1671700	13501000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.035	7.06	7.06	184.6	172.5	5.396	0	5.396	0.0108	0.2002	0.09719	0.0432	44.44	NaN	NaN	667094.6	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	67	57	0.50937	0.52286	38.628	1692100	13936000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.036	7.066	7.066	184.6	172.6	5.405	0	5.405	0.01074	0.1988	0.0967	0.04298	44.44	NaN	NaN	677783.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	68	58	0.51808	0.54211	38.37	1701200	13949000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.037	7.072	7.072	184.7	172.7	5.413	0	5.413	0.01069	0.1975	0.09622	0.04276	44.44	NaN	NaN	677377.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	69	59	0.52712	0.53097	37.92	1659500	13999000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.038	7.078	7.078	184.8	172.7	5.423	0	5.423	0.01064	0.1961	0.09572	0.04254	44.44	NaN	NaN	667343.7	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	70	60	0.53597	0.53197	38.349	1630900	13638000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.039	7.085	7.085	184.9	172.8	5.431	0	5.431	0.01058	0.1948	0.09522	0.04232	44.44	NaN	NaN	665174.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	71	61	0.54483	0.53237	38.618	1641200	13771000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.04	7.091	7.091	184.9	172.9	5.44	0	5.44	0.01053	0.1935	0.09473	0.0421	44.44	NaN	NaN	672753.2	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	72	62	0.55371	0.51647	38.561	1649600	14077000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.041	7.097	7.097	185	172.9	5.449	0	5.449	0.01047	0.1921	0.09424	0.04188	44.44	NaN	NaN	677085.5	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	73	63	0.56231	0.53059	39.099	1615600	13282000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.042	7.103	7.103	185.1	173	5.458	0	5.458	0.01042	0.1909	0.09376	0.04167	44.44	NaN	NaN	654811.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	74	64	0.57116	0.52675	38.541	1650800	13569000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.043	7.11	7.11	185.2	173	5.467	0	5.467	0.01036	0.1896	0.09327	0.04145	44.44	NaN	NaN	652369.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	75	65	0.57994	0.52347	38.411	1630700	13618000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.044	7.116	7.116	185.2	173.1	5.476	0	5.476	0.01031	0.1883	0.09278	0.04124	44.44	NaN	NaN	663130.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	76	66	0.58866	0.53788	39.055	1631100	13460000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.045	7.122	7.122	185.3	173.2	5.485	0	5.485	0.01026	0.187	0.0923	0.04102	44.44	NaN	NaN	659232.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	77	67	0.59763	0.52983	38.437	1638700	13923000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.046	7.128	7.128	185.4	173.2	5.494	0	5.494	0.0102	0.1857	0.0918	0.0408	44.44	NaN	NaN	668416.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	78	68	0.60646	0.51899	39.095	1686800	13716000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.047	7.134	7.134	185.5	173.3	5.503	0	5.503	0.01015	0.1844	0.09131	0.04058	44.44	NaN	NaN	666876.9	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	79	69	0.61511	0.52512	39.323	1635500	13523000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.048	7.141	7.141	185.5	173.4	5.512	0	5.512	0.01009	0.1831	0.09083	0.04037	44.44	NaN	NaN	666418.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	80	70	0.62386	0.52133	38.302	1689900	13842000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.049	7.147	7.147	185.6	173.4	5.52	0	5.52	0.01004	0.1818	0.09034	0.04015	44.44	NaN	NaN	662612.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	81	71	0.63255	0.51836	38.803	1587600	13621000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.05	7.153	7.153	185.7	173.5	5.529	0	5.529	0.009984	0.1806	0.08986	0.03994	44.44	NaN	NaN	664227.3	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	82	72	0.64119	0.53173	37.99	1700100	13946000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.051	7.159	7.159	185.8	173.6	5.538	0	5.538	0.009931	0.1793	0.08938	0.03972	44.44	NaN	NaN	656524.8	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	83	73	0.65005	0.52971	38.145	1651900	14036000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.052	7.165	7.165	185.8	173.6	5.547	0	5.547	0.009876	0.178	0.08889	0.0395	44.44	NaN	NaN	670626.4	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	84	74	0.65888	0.53864	38.035	1626900	13625000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.053	7.171	7.171	185.9	173.7	5.556	0	5.556	0.009822	0.1768	0.0884	0.03929	44.44	NaN	NaN	655109.9	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	85	75	0.66785	0.53982	37.901	1662900	13796000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.054	7.178	7.178	186	173.7	5.565	0	5.565	0.009766	0.1755	0.0879	0.03907	44.44	NaN	NaN	656153.2	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	86	76	0.67685	0.52397	37.98	1698800	13862000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.055	7.184	7.184	186.1	173.8	5.574	0	5.574	0.009711	0.1742	0.0874	0.03884	44.44	NaN	NaN	660743.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	87	77	0.68558	0.53263	37.61	1624700	13487000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.056	7.19	7.19	186.1	173.9	5.583	0	5.583	0.009657	0.173	0.08691	0.03863	44.44	NaN	NaN	639194.1	NaN
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	88	78	0.69446	0.53734	38.433	1662100	13333000	0	0.1755	TUM_first_pool_9_01_01-3xHCD-1h-R1-tryptic	4.057	7.197	7.197	186.2	173.9	5.592	0	5.592	0.009602	0.1717	0.08642	0.03841	44.44	NaN	NaN	644940.4	NaN
